merge_kecamatan
"Pleret,Bantul,D I Yogyakarta"
"Berbah,Sleman,D I Yogyakarta"
"Bantul,Bantul,D I Yogyakarta"
"Pajangan,Bantul,D I Yogyakarta"
"Panggang,Gunung Kidul,D I Yogyakarta"
"Purwokerto Selatan,Banyumas,Jawa Tengah"
"Gatak,Sukoharjo,Jawa Tengah"
"Mlati,Sleman,D I Yogyakarta"
"Brebes,Brebes,Jawa Tengah"
"Panarukan,Situbondo,Jawa Timur"
"Panji,Situbondo,Jawa Timur"
"Banyuanyar,Probolinggo,Jawa Timur"
"Pakal,Surabaya,Jawa Timur"
"Soko,Tuban,Jawa Timur"
"Lamongan,Lamongan,Jawa Timur"
"Ngasem,Kediri,Jawa Timur"
"Sukodono,Sidoarjo,Jawa Timur"
"Denpasar Utara,Denpasar,Bali"
"Manggis,Karang Asem,Bali"
"Sukasada,Buleleng,Bali"
"Tampaksiring,Gianyar,Bali"
"Suralaga,Lombok Timur,Nusa Tenggara Barat"
"Pringgasela,Lombok Timur,Nusa Tenggara Barat"
"Labuhan Badas,Sumbawa,Nusa Tenggara Barat"
"Sikur,Lombok Timur,Nusa Tenggara Barat"
"Sakra Barat,Lombok Timur,Nusa Tenggara Barat"
"Jerowaru,Lombok Timur,Nusa Tenggara Barat"
"Ampenan,Mataram,Nusa Tenggara Barat"
"Buer,Sumbawa,Nusa Tenggara Barat"
"Taliwang,Sumbawa Barat,Nusa Tenggara Barat"
"Tambora,Bima,Nusa Tenggara Barat"
"Manggalewa,Dompu,Nusa Tenggara Barat"
"Praya Timur,Lombok Tengah,Nusa Tenggara Barat"
"Praya Tengah,Lombok Tengah,Nusa Tenggara Barat"
"Terara,Lombok Timur,Nusa Tenggara Barat"
"Lambu,Bima,Nusa Tenggara Barat"
"Soromandi,Bima,Nusa Tenggara Barat"
"Rasanae Barat,Bima,Nusa Tenggara Barat"
"Satui,Tanah Bumbu,Kalimantan Selatan"
"Simpang Empat,Tanah Bumbu,Kalimantan Selatan"
"Astambul,Banjar,Kalimantan Selatan"
"Pandawan,Hulu Sungai Tengah,Kalimantan Selatan"
"Banjang,Hulu Sungai Utara,Kalimantan Selatan"
"Banua Lawas,Tabalong,Kalimantan Selatan"
"Tanta,Tabalong,Kalimantan Selatan"
"Banjarmasin Tengah,Banjarmasin,Kalimantan Selatan"
"Alalak,Barito Kuala,Kalimantan Selatan"
"Jatipuro,Karanganyar,Jawa Tengah"
"Bonto Bahari,Bulukumba,Sulawesi Selatan"
"Penrang,Wajo,Sulawesi Selatan"
"Watang Sidenreng,Sidenreng Rappang,Sulawesi Selatan"
"Kemuning,Indragiri Hilir,Riau"
"Pangalengan,Bandung,Jawa Barat"
"Tiga Binanga,Karo,Sumatera Utara"
"Dolok Silau,Simalungun,Sumatera Utara"
"Lamposi Tigo Nagori,Payakumbuh,Sumatera Barat"
"Sarudik,Tapanuli Tengah,Sumatera Utara"
"Siantar Sitalasari,Pematang Siantar,Sumatera Utara"
"Medan Petisah,Medan,Sumatera Utara"
"Sei Putih Barat,Medan,Sumatera Utara"
"Medan Helvetia,Medan,Sumatera Utara"
"Tanjung Gusta,Medan,Sumatera Utara"
"Tebing Tinggi Kota,Tebing Tinggi,Sumatera Utara"
"Bandar Utama,Tebing Tinggi,Sumatera Utara"
"Bajenis,Tebing Tinggi,Sumatera Utara"
"Berohol,Tebing Tinggi,Sumatera Utara"
"Pauh,Padang,Sumatera Barat"
"Padang Timur,Padang,Sumatera Barat"
"Kuranji,Padang,Sumatera Barat"
"Batipuh,Tanah Datar,Sumatera Barat"
"Gunung Sahilan,Kampar,Riau"
"Alang Alang Lebar,Palembang,Sumatera Selatan"
"Prabumulih Utara,Prabumulih,Sumatera Selatan"
"Sematang Borang,Palembang,Sumatera Selatan"
"Belimbing,Muara Enim,Sumatera Selatan"
"Gabek,Pangkal Pinang,Kepulauan Bangka Belitung"
"Labuhan Ratu,Bandar Lampung,Lampung"
"Langkapura,Bandar Lampung,Lampung"
"Kedamaian,Bandar Lampung,Lampung"
"Way Halim,Bandar Lampung,Lampung"
"Pancoran Mas,Depok,Jawa Barat"
"Cinere,Depok,Jawa Barat"
"Cipanas,Cianjur,Jawa Barat"
"Sukadiri,Tangerang,Banten"
"Gambir,Jakarta Pusat,Dki Jakarta"
"Gekbrong,Cianjur,Jawa Barat"
"Cileunyi,Bandung,Jawa Barat"
"Sukoharjo,Sukoharjo,Jawa Tengah"
"Rengasdengklok,Karawang,Jawa Barat"
"Tanah Sereal,Bogor,Jawa Barat"
"Dramaga,Bogor,Jawa Barat"
"Ciawi,Bogor,Jawa Barat"
"Ngamprah,Bandung Barat,Jawa Barat"
"Talun,Cirebon,Jawa Barat"
"Kedawung,Cirebon,Jawa Barat"
"Depok,Cirebon,Jawa Barat"
"Cilacap Selatan,Cilacap,Jawa Tengah"
"Pengasih,Kulon Progo,D I Yogyakarta"
"Banyu Urip,Purworejo,Jawa Tengah"
"Gajah Mungkur,Semarang,Jawa Tengah"
"Mayong,Jepara,Jawa Tengah"
"Pakis Aji,Jepara,Jawa Tengah"
"Sidomukti,Salatiga,Jawa Tengah"
"Serengan,Surakarta,Jawa Tengah"
"Bambang Lipuro,Bantul,D I Yogyakarta"
"Kutawaringin,Bandung,Jawa Barat"
"Sapto Sari,Gunung Kidul,D I Yogyakarta"
"Srandakan,Bantul,D I Yogyakarta"
"Kota Baru,Jambi,Jambi"
"Sungai Pagu,Solok Selatan,Sumatera Barat"
"Doko,Blitar,Jawa Timur"
"Srono,Banyuwangi,Jawa Timur"
"Pandaan,Pasuruan,Jawa Timur"
"Maron,Probolinggo,Jawa Timur"
"Krian,Sidoarjo,Jawa Timur"
"Trawas,Mojokerto,Jawa Timur"
"Belitang Ii,Ogan Komering Ulu Timur,Sumatera Selatan"
"Sukodadi,Lamongan,Jawa Timur"
"Wringinanom,Gresik,Jawa Timur"
"Sandubaya,Mataram,Nusa Tenggara Barat"
"Gianyar,Gianyar,Bali"
"Jereweh,Sumbawa Barat,Nusa Tenggara Barat"
"Kelumpang Hilir,Kota Baru,Kalimantan Selatan"
"Bungur,Tapin,Kalimantan Selatan"
"Martapura Barat,Banjar,Kalimantan Selatan"
"Panca Rijang,Sidenreng Rappang,Sulawesi Selatan"
"Turatea,Jeneponto,Sulawesi Selatan"
"Cepu,Blora,Jawa Tengah"
